title,author,genres,plot,vote_average,vote_count,release_date,large_cover_url
The Jungle Book,Wolfgang Reitherman,"Family, Animation, Adventure","The boy Mowgli makes his way to the man-village with Bagheera, the wise panther. Along the way he meets jazzy King Louie, the hypnotic snake Kaa and the lovable, happy-go-lucky bear Baloo, who teaches Mowgli ""The Bare Necessities"" of life and the true meaning of friendship.",7.3,6229,1967-10-18,https://image.tmdb.org/t/p/original/x9hMtM8ZNwtR0N5YjyA31Cq6Mon.jpg
"Me, Myself & Irene",Peter Farrelly,Comedy,"Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication.",6.6,3842,2000-06-22,https://image.tmdb.org/t/p/original/gzoeXKICGubWgdQ0EYRNZceVpPs.jpg
Alvin and the Chipmunks: The Squeakquel,Betty Thomas,"Comedy, Family, Animation, Fantasy, Music","Pop sensations Alvin, Simon and Theodore end up in the care of Dave Seville's twenty-something nephew Toby. The boys must put aside music super stardom to return to school, and are tasked with saving the school's music program by winning the $25,000 prize in a battle of the bands. But the Chipmunks unexpectedly meet their match in three singing chipmunks known as The Chipettes - Brittany, Eleanor and Jeanette. Romantic and musical sparks are ignited when the Chipmunks and Chipettes square off.",5.6,2897,2009-12-21,https://image.tmdb.org/t/p/original/uZoKK44Fh4ySuXHNn8JGckSC5VQ.jpg
A Mother's Embrace,Cristian Ponce,"Horror, Drama",A survival horror set in 1996 during one of the biggest tropical storms ever to hit Rio de Janeiro. Ana and her firefighter team must evacuate a nursing home at risk of its collapsing – but they soon find the mysterious residents in the house have other plans.,6.2,20,2024-10-03,https://image.tmdb.org/t/p/original/uY4o5OuK6S0JrQC6TnLpg9Uq4ap.jpg
Scary Movie 3,David Zucker,Comedy,"In the third installment of the Scary Movie franchise, news anchorwoman Cindy Campbell has to investigate mysterious crop circles and killing video tapes, and help the President stop an alien invasion in the process.",5.974,4066,2003-10-24,https://image.tmdb.org/t/p/original/y14q7jWS0vH8ZuWPS1v8t8qCmBO.jpg
Duchess,Neil Marshall,"Action, Crime, Thriller","A tough, working-class petty criminal is drawn into the treacherous world of diamond smuggling and morphs into an anti-heroine to be reckoned with in the murky underworld.",6.3,21,2024-08-01,https://image.tmdb.org/t/p/original/5TR7JlJbKucNSq84rkbnjLd1JB5.jpg
Sniper: The White Raven,Marian Bushan,"War, Action, Drama","Mykola is an eccentric pacifist who wants to be useful to humanity. When the war begins at Donbass, Mykola’s naive world is collapsing as the militants kill his pregnant wife and burn his home to the ground. Recovered, he makes a cardinal decision and gets enlisted in a sniper company. Having met his wife’s killers, he emotionally breaks down and arranges “sniper terror” for the enemy. He’s saved from a senseless death by his instructor who himself gets mortally wounded. The death of a friend leaves a “scar” and Mykola is ready to sacrifice his life.",7.7,752,2022-05-03,https://image.tmdb.org/t/p/original/66mrr3AK6grmkfGJ1wlCP8dkzjM.jpg
Con Air,Simon West,"Action, Thriller, Crime","Newly-paroled former US Army ranger Cameron Poe is headed back to his wife, but must fly home aboard a prison transport flight dubbed ""Jailbird"" taking the “worst of the worst” prisoners, a group described as “pure predators”, to a new super-prison. Poe faces impossible odds when the transport plane is skyjacked mid-flight by the most vicious criminals in the country led by the mastermind — genius serial killer Cyrus ""The Virus"" Grissom, and backed by black militant Diamond Dog and psychopath Billy Bedlam.",6.742,4170,1997-06-05,https://image.tmdb.org/t/p/original/cQyiblTAXvjptd2ybySn7C2oRED.jpg
Eden,Ron Howard,"Thriller, Drama","A darkly comic tale of murder and survival, focusing on an eclectic group of characters who abandon civilization for the Galápagos Islands. They are all searching for the answer to that ever-pressing question that plagues us all: what is the meaning of life?",7.0,6,2024-09-07,https://image.tmdb.org/t/p/original/zA4AosnXq0fQGLQryM2DhCvN5gz.jpg
Mr. & Mrs. Smith,Doug Liman,"Action, Comedy, Drama, Thriller","After five (or six) years of vanilla-wedded bliss, ordinary suburbanites John and Jane Smith are stuck in a huge rut. Unbeknownst to each other, they are both coolly lethal, highly-paid assassins working for rival organisations. When they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry.",6.688,10362,2005-06-07,https://image.tmdb.org/t/p/original/q2JdL9mrt8a5Te8bz8DdFzOtVwW.jpg
Ipar Adalah Maut,Hanung Bramantyo,Drama,Nisa and Aris' initially happy household shakes when Nisa's younger sibling comes to live with them.,7.0,11,2024-06-13,https://image.tmdb.org/t/p/original/xY8JpJx4LXLBLfKP0L1yReL15li.jpg
How to Make Millions Before Grandma Dies,Pat Boonnitipat,Drama,"M, a university dropout low on money and luck, volunteers to take care of his terminally ill grandmother, in the hope of pocketing an inheritance.",7.9,75,2024-04-04,https://image.tmdb.org/t/p/original/9Xa0Grd2jq2lM2gqcoTB4F9TjMd.jpg
My Friend's Wife,Tak Seung-oh,Romance,"I want to spend all night with my friend's wife who is extremely sexy. Jeong-woo is a husband who can't get an erection while his marriage is going down the drain.  A friend and his wife from the States suggest a couples trip and Jeong-woo meets his friend's wife Hye-sook who is extremely sexy. His 'package' keeps getting stimlated every time he sees her. He tries to ignore it but every time he sees her, he gets sexual fantasies. Finally, he suggests to his friend, to 'switch' partners...",5.8,8,2015-12-03,https://image.tmdb.org/t/p/original/pp4nsJZevbaEHnJEKEFFb1sFi9P.jpg
The Expendables,Sylvester Stallone,"Thriller, Adventure, Action","Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert Yin Yang, heavy weapons specialist Hale Caesar, demolitionist Toll Road, and a loose-cannon sniper Gunner Jensen. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.",6.247,7720,2010-08-03,https://image.tmdb.org/t/p/original/25sso0uoQSBasP5uU1NGlrcLOZg.jpg
Last Holiday,Wayne Wang,"Adventure, Comedy, Drama","The discovery that she has a terminal illness prompts introverted department store saleswoman Georgia Byrd to reflect on what she realizes has been an overly cautious life. With weeks to live, she withdraws her life savings, sells all her possessions and jets off to Europe where she lives it up at a posh hotel. Upbeat and passionate, Georgia charms everybody she meets, including renowned Chef Didier. The only one missing from her new life is her longtime crush Sean Matthews.",7.2,740,2006-01-13,https://image.tmdb.org/t/p/original/hRNZszPHjIpYGlrMN3o4f6f6cVd.jpg
Treasure Planet,John Musker,"Adventure, Animation, Family, Fantasy, Science Fiction","When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms on their journey to find treasure.",7.6,4197,2002-11-26,https://image.tmdb.org/t/p/original/xfeqEnK7hExbmZfZHKnjTkbuxMa.jpg
Dirty Grandpa,Dan Mazer,Comedy,"Jason Kelly is one week away from marrying his boss's uber-controlling daughter, putting him on the fast track for a partnership at the law firm. However, when the straight-laced Jason is tricked into driving his foul-mouthed grandfather, Dick, to Daytona for spring break, his pending nuptials are suddenly in jeopardy. Between riotous frat parties, bar fights, and an epic night of karaoke, Dick is on a quest to live his life to the fullest and bring Jason along for the ride.",5.933,4361,2016-01-20,https://image.tmdb.org/t/p/original/7r9pn1g3lY95DjiwzxpmNqlJzeO.jpg
Annabelle: Creation,David F. Sandberg,Horror,"Several years after the tragic death of their little girl, a doll maker and his wife welcome a nun and several girls from a shuttered orphanage into their home, soon becoming the target of the doll maker's possessed creation—Annabelle.",6.6,5592,2017-08-03,https://image.tmdb.org/t/p/original/tb86j8jVCVsdZnzf8I6cIi65IeM.jpg
The Founder,John Lee Hancock,"Drama, History","The true story of how Ray Kroc, a salesman from Illinois, met Mac and Dick McDonald, who were running a burger operation in 1950s Southern California. Kroc was impressed by the brothers’ speedy system of making the food and saw franchise potential. He maneuvered himself into a position to be able to pull the company from the brothers and create a billion-dollar empire.",7.132,4920,2016-11-24,https://image.tmdb.org/t/p/original/8gLIksu5ggdfBL1UbeTeonHquxl.jpg
Guardians of the Galaxy,James Gunn,"Action, Science Fiction, Adventure","Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",7.907,28030,2014-07-30,https://image.tmdb.org/t/p/original/r7vmZjiyZw9rpJMQJdXpjgiCOk9.jpg
Sherlock Holmes,Guy Ritchie,"Action, Adventure, Crime, Mystery",Eccentric consulting detective Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.,7.214,13902,2009-12-23,https://image.tmdb.org/t/p/original/momkKuWburNTqKBF6ez7rvhYVhE.jpg
The Expendables 3,Patrick Hughes,"Action, Adventure, Thriller","Barney, Christmas and the rest of the team comes face-to-face with Conrad Stonebanks, who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to kill… or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendables’ most personal battle yet.",6.22,4960,2014-08-07,https://image.tmdb.org/t/p/original/d63qz4XeNtbpDC5c70AlSUIbnTQ.jpg
Lion,Garth Davis,Drama,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia; 25 years later, he sets out to find his lost family.",8.1,6537,2016-11-24,https://image.tmdb.org/t/p/original/9pBnHrYqyeVNKzCZYVH2ul1IrWb.jpg
The Purge,James DeMonaco,"Science Fiction, Horror, Thriller","Given the country's overcrowded prisons, the U.S. government begins to allow 12-hour periods of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion.",6.255,8365,2013-05-31,https://image.tmdb.org/t/p/original/gMMj6BP2TgGAof7LOetq18uYnuM.jpg
The Wandering Earth II,Frant Gwo,Science Fiction,"Humans built huge engines on the surface of the earth to find a new home. But the road to the universe is perilous. In order to save earth, young people once again have to step forward to start a race against time for life and death.",7.3,573,2023-01-22,https://image.tmdb.org/t/p/original/cAS2e9hUwu6Ydsx7byXj16H00Ai.jpg
Savage Beach,Andy Sidaris,"Action, Thriller","Donna and Taryn are federal drug enforcement agents based in the Hawaiian isles. Upon the success of a drug bust, they receive a call from Shane Aviation to fly an emergency package of vaccine from Molokai to Knox Island. Unbeknownst to them, Philippine representative Martinez has convinced Captain Andreas to use a reconnaissance satellite to locate a sunken ship laden with gold that the Japanese had pilfered during World War II. Meanwhile, a storm forces Donna and Taryn to land their plane on a remote island which harbors the gold. The hijinks ensue when they are joined by a host of nefarious types who have learned of the gold’s location.",4.6,51,1989-10-01,https://image.tmdb.org/t/p/original/lF1s59NfRmHLolL1R9BpwZVaTWT.jpg
The Dreamers,Bernardo Bertolucci,"Drama, Romance","When Isabelle and Theo invite Matthew to stay with them, what begins as a casual friendship ripens into a sensual voyage of discovery and desire in which nothing is off limits and everything is possible.",7.205,2845,2003-09-01,https://image.tmdb.org/t/p/original/gBb7GGaFYPu7nEUYvC8G4LaJJN1.jpg
Sex Tape,Jake Kasdan,Comedy,"When Jay and Annie first got together, their romantic connection was intense – but ten years and two kids later, the flame of their love needs a spark.  To kick things up a notch, they decide – why not? – to make a video of themselves trying out every position in The Joy of Sex in one marathon three-hour session.  It seems like a great idea – until they discover that their most private video is no longer private.  With their reputations on the line, they know they’re just one click away from being laid bare to the world... but as their race to reclaim their video leads to a night they'll never forget, they'll find that their video will expose even more than they bargained for.",5.403,4029,2014-07-17,https://image.tmdb.org/t/p/original/An0sAEBH7BuXlnGPIISnqLBvjNh.jpg
