Title,Director,Genres,Plot,Vote Average,Vote Count,Release Date,Large Cover URL
The Jungle,Upton Sinclair,Adventure,...Documents the brutal conditions in the Chicago stockyards at the turn of the century and brings into sharp moral focus the appalling odds against which immigrants and other working people struggled for their share in the American dream...,4.0,1.0,1906,http://books.google.com/books/content?id=UOFEAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Car,Gary Paulsen,Juvenile Fiction,"Fourteen-year-old Terry Anders has been abandoned by his parents. He has no choice but to go on, and he begins by assembling pieces of a kit car from his father's garage. When he finishes the car known as ""the Cat,"" Terry sets out from Cleveland to Portland to search for an uncle he hardly knows. Along the way Terry picks up a wandering Vietnam vet who ultimately guides him on a journey of discovery and survival.",4.0,1.0,1994,http://books.google.com/books/content?id=GEnqpV2D_ucC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Into White Silence,Anthony Eaton,Fiction,"During the winter of 1922, the exploration vessel, Raven, became trapped in the Antarctic icepack, entombing twenty-eight men aboard it through the dark polar night. Into White Silence tells their story, a story of a lost past, of a tragic future, of ice, ambition and madness. It captures the terrible, fascinating beauty of Antarctica, both as it was then and as it is today and is a journey into the mind of every person who has ever set foot upon those ice-bound shores.",2.0,1.0,2008,http://books.google.com/books/content?id=ByRQAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Deadly!,"Morris Gleitzman, Paul Jennings",Adventure,"After Amy loses her dad and Sprocket loses his memory, the two of them are on a quest that will take them to the weirdest nidist colony in the world. They discover deadly secrets that lure deeper into the mystery.",5.0,1.0,2002,http://books.google.com/books/content?id=Ddk7NgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Da Vinci Code,Dan Brown,Fiction,"Robert Langdon, Harvard Professor of symbology, receives an urgent late-night call while in Paris: the curator of the Louvre has been murdered. Alongside the body is a series of baffling ciphers. Langdon and a gifted French cryptologist, Sophie Neveu, are stunned to find a trail that leads to the to the works of Da Vinci - and further. The curator, part of a secret society named the Priory of Sion, may have sacrificed his life to keep secret the location of a vastly important religious relic hidden for centuries. It appears that the clandestine Vatican-sanctioned Catholic sect Opus Dei has now made its move. Unless Landon and Neveu can decipher the labyrinthine code and quickly assemble the pieces of the puzzle, the Priory's secret - and a stunning historical truth - will be lost forever.",4.5,2.0,2003,http://books.google.com/books/content?id=g40bVuX9wmYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Eleventh Commandment,Jeffrey Archer,Fiction,"ELEVENTH COMMANDMENT Jeffrey Archer Connor Fitzgerald has an impressive resume. Military hero. Devoted family man. Servant of his country--as an assassin. Just as he's about to put his twenty-eight-year career at the CIA behind him, he comes up against the most dangerous enemy he's ever faced: His own boss, Helen Dexter."""" As Director of the CIA, Dexter has always been the one to hold the strings. But when her status is threatened by a greater power, her only hope for survival is to destroy Fitzgerald. Meanwhile, the country braces itself as tensions with a new Russian leader reach the boiling point...and it's up to Fitzgerald to pull off his most daring mission yet: To save the world. Even if that means risking everything--including his own life--in the process.",3.5,11.0,1998,http://books.google.com/books/content?id=yRSoAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Harbinger,Jonathan Cahn,Fiction,"An anonymous man has received nine seals from The Prophet, with each seal containing mysterious sayings and prophecies from the Book of Isaiah about America's recent past and possible future destruction.",4.5,10.0,2011,http://books.google.com/books/content?id=nt2gYevSZrMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Confessor,Daniel Silva,Fiction,"In the wake of a Munich writer's assassination, Mossad agent Gabriel Allon and Vatican priest Pietro embark on dangerous journeys that reveal long-buried secrets affecting the fates of millions of people.",4.0,1.0,2003,http://books.google.com/books/content?id=ViZePgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Assassin's Creed the Secret Crusade Book 3,Oliver Bowden,Fiction,"Niccolò Polo, father of Marco, will finally reveal the story he has kept secret all his life - the story of Altaïr, one of the brotherhood's most extraordinary Assassins. Altaïr embarks on a formidable mission - one that takes him throughout the Holy Land and shows him the true meaning of the Assassin's Creed. To demonstrate his commitment, Altaïr must defeat nine deadly enemies, including Templar leader, Robert de Sable. Altaïr's life story is told here for the first time: a journey that will change the course of history; his ongoing battle with the Templar conspiracy; a family life that is as tragic as it is shocking; and the ultimate betrayal of an old friend.",5.0,2.0,2011-06-23,http://books.google.com/books/content?id=EzfERaoLzIQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Apostle,Brad Thor,Fiction,"When a media titan's daughter is kidnapped in Afghanistan and offered in exchange for the freedom of a top Al Qaeda operative, Navy SEAL turned covert Homeland Security operative Scot Harvath undertakes a dangerous mission to free the terrorist from a Kabul prison only to discover that things are not what they seem.",3.5,2.0,2009-06-30,http://books.google.com/books/content?id=o56mu1GaW2kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Traveller,John Twelve Hawks,Fiction,"In the shadows of our modern society, an ancient conflict between good and evil is being fought. A life-and-death battle we will never see, between those who wish to control history and those who will risk their lives for freedom and enlightenment... Los Angeles: A city where you have to work hard to live beneath the surface. Gabriel and Michael Corrigan are trying to do just that. Since childhood, the brothers have been shaped by the stories that their mystical father, a man of strange powers and intuition, has told them about the world in which they live. After his violent death, they have been living 'off the grid' - that is, invisible to the intricate surveillance networks that monitor our modern lives. London: Maya, a tough and feisty young woman, is playing at being a citizen, is playing at leading a normal life. But her background is anything but. Trained to fight since she was a young girl, she is the last in a long line whose duty is to protect the gifted among us. When she is summoned to Prague by her aillng father, she learns that Gabriel and Michael's lives are in danger and are in desperate need of protection. the meeting with her father before brutally killing him. Tasked to hunt down the brothers, he tracks Maya as she seeks to fulfil what turns out to be her father's last command. When Maya flies to California to find them, an extraordinary chase begins, the final running battle in the war which will reveal the secret history of our time...",4.0,1.0,2005,http://books.google.com/books/content?id=Z0-oxxP9qBQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Trust No One,Paul Cleave,Fiction,"Jerry Grey is known to most of the world by his crime writing pseudonym, Henry Cutter--a name that has been keeping readers at the edge of their seats for more than a decade. Recently diagnosed with early onset Alzheimer's at the age of forty-nine, Jerry's crime writing days are coming to an end. His twelve books tell stories of brutal murders committed by bad men, of a world out of balance, of victims finding the darkest forms of justice. As his dementia begins to break down the wall between his life and the lives of the characters he has created, Jerry confesses his worst secret: The stories are real. He knows this because he committed the crimes. Those close to him, including the nurses at the care home where he now lives, insist that it is all in his head, that his memory is being toyed with and manipulated by his unfortunate disease. But if that were true, then why are so many bad things happening? Why are people dying?",5.0,1.0,2016-06-07,http://books.google.com/books/content?id=-PBEDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Immoral,Brian Freeman,Fiction,"In a moral world, murder is the ultimate crime, a killer pays the ultimate price, and the victim remains buried. Unless everyone is immoral.",4.0,3.0,2005-09,http://books.google.com/books/content?id=-A7Yp3tF39oC&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Game for Heroes,Jack Higgins,Fiction,Intrepid British spy and soldier of fortune Owen Morgan leads a hard-nosed gang of commandos on a mission to destroy an island fortress of the Third Reich in the English Channel.,4.0,3.0,2002,http://books.google.com/books/content?id=czJ-qu4ZisoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Path of the Assassin,Brad Thor,Fiction,"With action-packed prose and dead-on authenticity, Thor and his indomitable hero Scot Harvath--from ""The Lions of Lucerne""--are back, raising the stakes and taking on an anonymous terrorist bent on stoking a global holy war of apocalyptic proportions.",3.0,3.0,2003-07-29,http://books.google.com/books/content?id=aQUWFZWdg1IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
