Title,Author,Genres,Plot,Vote Average,Vote Count,Release Date,Large Cover URL
Wicked,Gregory Maguire,,"When Dorothy triumphed over the Wicked Witch of the West in L. Frank Baum's classic tale, we heard only her side of the story. But what about her arch-nemesis, the mysterious witch? Where did she come from? How did she become so wicked? And what is the true nature of evil?  Gregory Maguire creates a fantasy world so rich and vivid that we will never look at Oz the same way again. Wicked is about a land where animals talk and strive to be treated like first-class citizens, Munchkinlanders seek the comfort of middle-class stability and the Tin Man becomes a victim of domestic violence. And then there is the little green-skinned girl named Elphaba, who will grow up to be the infamous Wicked Witch of the West, a smart, prickly and misunderstood creature who challenges all our preconceived notions about the nature of good and evil.",4.1,35,1995,http://covers.openlibrary.org/b/id/38706-L.jpg
Mexican Gothic,Silvia Moreno-Garcia,,"An isolated mansion. A chillingly charismatic aristocrat. And a brave socialite drawn to expose their treacherous secrets. . . . From the author of Gods of Jade and Shadow comes “a terrifying twist on classic gothic horror” (Kirkus Reviews) set in glamorous 1950s Mexico.

After receiving a frantic letter from her newly-wed cousin begging for someone to save her from a mysterious doom, Noemí Taboada heads to High Place, a distant house in the Mexican countryside. She’s not sure what she will find—her cousin’s husband, a handsome Englishman, is a stranger, and Noemí knows little about the region.   
 
Noemí is also an unlikely rescuer: She’s a glamorous debutante, and her chic gowns and perfect red lipstick are more suited for cocktail parties than amateur sleuthing. But she’s also tough and smart, with an indomitable will, and she is not afraid: Not of her cousin’s new husband, who is both menacing and alluring; not of his father, the ancient patriarch who seems to be fascinated by Noemí; and not even of the house itself, which begins to invade Noemi’s dreams with visions of blood and doom.
 
Her only ally in this inhospitable abode is the family’s youngest son. Shy and gentle, he seems to want to help Noemí, but might also be hiding dark knowledge of his family’s past. For there are many secrets behind the walls of High Place. The family’s once colossal wealth and faded mining empire kept them from prying eyes, but as Noemí digs deeper she unearths stories of violence and madness. 
 
And Noemí, mesmerized by the terrifying yet seductive world of High Place, may soon find it impossible to ever leave this enigmatic house behind.",3.2,47,2020,http://covers.openlibrary.org/b/id/10239163-L.jpg
Atomic Habits,James Clear,,"No matter your goals, Atomic Habits offers a proven framework for improving every day. James Clear, one of the world's leading experts on habit formation, reveals practical strategies that will teach you exactly how to form good habits, break bad ones, and master the tiny behaviors that lead to remarkable results.",3.5,53,2016,http://covers.openlibrary.org/b/id/12539702-L.jpg
Jingo,Terry Pratchett,,"It isn't much of an island that rises up one moonless night from the depths of the Circle Sea -- just a few square miles of silt and some old ruins. Unfortunately, the historically disputed lump of land called Leshp is once again floating directly between Ankh-Morpork and the city of Al-Khali on the coast of Klatch -- which is spark enough to ignite that glorious internationalpastime called ""war."" Pressed into patriotic service, Commander Sam Vimes thinks he should be leading his loyal watchmen, female watchdwarf, and lady werewolf into battle against local malefactors rather than against uncomfortably well-armed strangers in the Klatchian desert. But war is, after all, simply the greatest of all crimes -- and it's Sir Samuel's sworn duty to seek out criminal masterminds wherever they may be hiding ... and lock them away before they can do any real damage. Even the ones on his own side.",4.3,11,1996,http://covers.openlibrary.org/b/id/14649227-L.jpg
The Corrections,Jonathan Franzen,,"Like bookends of the past half century, the two generations of the Lambert family represent two very different aspects of America. Alfred, the patriarch, is a distant, puritanical company man; he is also slipping into Parkinson's-induced dementia. His wife, Enid, is a model Midwestern housewife, at once deferential and controlling. Their three children--Gary, an uptight banker, baffled by his own persistent unhappiness; Chip, and ex-professor now failing as a screenwriter; and Denise, and up-and-coming chief in a hot new restaurant--have little time for Enid and Alfred. But when Enid calls for one last Christmas at the family home, the trajectories of five American lifetimes converge.

With this important, profoundly affecting work, Jonathan Franzen confirms his place in the top tier of American novelists. His unique blend of subversive humor and full-blooded realism makes The Corrections a grandly entertaining family saga.",4.2,31,2001,http://covers.openlibrary.org/b/id/9273701-L.jpg
The Secret History,Donna Tartt,,"Under the influence of their charismatic classics professor, a group of clever, eccentric misfits at an elite New England college discover a way of thinking and living that is a world away from the humdrum existence of their contemporaries. But when they go beyond the boundaries of normal morality they slip gradually from obsession to corruption and betrayal, and at last - inexorably - into evil.",3.6,9,1992,http://covers.openlibrary.org/b/id/744854-L.jpg
My Sister's Keeper,Jodi Picoult,,"With her penetrating insight into the hearts and minds of real people, Jodi Picoult's My Sister's Keeper examines what it means to be a good parent, a good sister, a good person, and what happens when emotions meet with scientific advances. ***Now a major film.*** 

Anna is not sick, but she might as well be. By age thirteen, she has undergone countless surgeries, transfusions and shots so that her older sister, Kate, can somehow fight the leukemia that has plagued her since childhood. **Anna was conceived as a bone marrow match for Kate a life and a role that she has never questioned until now.**

**Like most teenagers, Anna is beginning to ask herself who she truly is.** But unlike most teenagers, she has always been defined in terms of her sister - and so Anna makes a decision that for most would be unthinkable a decision that will tear her family apart and have **perhaps fatal consequences for the sister she loves.**

**Told from multiple points of view, My Sister's Keeper examines what it means to be a good parent, a good sister, a good person.** Is it morally correct to do whatever it takes to save a child's life . . . even if that means infringing upon the rights of another? Should you follow your own heart, or let others lead you?

**Once again, in My Sister's Keeper, *Jodi Picoult tackles a controversial real-life subject with grace, wisdom, and sensitivity.***",4.4,23,2004,http://covers.openlibrary.org/b/id/12643437-L.jpg
Malibu Rising,Taylor Jenkins Reid,,"August,1983, it is the day of Nina Riva's annual end-of-summer party, and anticipation is at a fever pitch. Everyone who is anyone wants to be around the famous Rivas: surfer and supermodel Nina, brothers Jay and Hud, and their adored baby sister Kit. Together, the siblings are a source of fascination in Malibu and the world over - especially as the children of the legendary singer Mick Riva.

By midnight the party will be completely out of control.

By morning, the Riva mansion will have gone up in flames.

But before that first spark in the early hours of dawn, the alcohol will flow, the music will play, and the loves and secrets that shaped this family will all come bubbling to the surface.",4.0,13,2021,http://covers.openlibrary.org/b/id/10447065-L.jpg
Twelve Years a Slave,Solomon Northup,,"The true story of Solomon Northup, a free black man living in New York.who was kidnapped by slave hunters and sold into slavery where he endured degradation and abuse until his rescue twelve years later.",3.6,4,1853,http://covers.openlibrary.org/b/id/8904042-L.jpg
The Ocean at the End of the Lane,"Neil Gaiman, Mónica Faerna, Patrick Marcel, Lluís Delgado, Oriol Hernández",,"A middle-aged man returns to his childhood home to attend a funeral. Although the house he lived in is long gone, he is drawn to the farm at the end of the road, where, when he was seven, he encountered a most remarkable girl, Lettie Hempstock, and her mother and grandmother. He hasn't thought of Lettie in decades, and yet as he sits by the pond (a pond that she'd claimed was an ocean) behind the ramshackle old farmhouse, the unremembered past comes flooding back. And it is a past too strange, too frightening, too dangerous to have happened to anyone, let alone a small boy.

Forty years earlier, a man committed suicide in a stolen car at this farm at the end of the road. Like a fuse on a firework, his death lit a touchpaper and resonated in unimaginable ways. The darkness was unleashed, something scary and thoroughly incomprehensible to a little boy. And Lettie—magical, comforting, wise beyond her years—promised to protect him, no matter what.

A groundbreaking work from a master, The Ocean at the End of the Lane is told with a rare understanding of all that makes us human, and shows the power of stories to reveal and shelter us from the darkness inside and out. It is a stirring, terrifying, and elegiac fable as delicate as a butterfly's wing and as menacing as a knife in the dark.",4.0,49,2013,http://covers.openlibrary.org/b/id/7258156-L.jpg
